Gender;Age;Education;Irreligious;Believer;Cul.Rel.;Agnostic;SBNR;Atheist;Spir.Open;Christian;Muslim;Jewish;Buddhist;Hindu
1;35;6;1;4;4;4;4;1;4;4;4;4;4;4
1;25;5;1;1;2;4;4;4;4;1;4;4;4;4
2;68;1;2;4;3;2;2;2;3;3;4;4;4;4
1;22;4;;;;;;;;;;;;
2;27;6;2;3;5;2;4;5;4;1;4;4;4;4
2;26;6;;;;;;;;;;;;
2;33;6;1;4;5;2;4;2;4;4;4;4;4;4
2;20;2;;;;;;;;;;;;
1;29;6;2;3;2;3;4;2;4;2;4;4;4;4
1;41;6;4;1;1;5;4;4;2;1;4;4;4;4
1;42;6;4;2;1;4;4;4;3;1;4;4;4;4
2;26;6;1;4;5;2;4;3;3;4;4;4;4;4
2;45;6;3;5;3;2;2;3;2;3;4;4;3;4
2;24;6;1;4;1;3;4;2;4;2;4;4;4;4
1;76;3;4;1;2;2;2;4;1;1;4;4;4;4
1;24;6;;;;;;;;;;;;
2;30;3;4;2;3;3;4;4;4;1;4;4;4;4
2;44;5;3;2;5;2;4;4;4;1;4;4;4;4
2;46;5;3;1;5;2;3;4;4;1;4;4;4;4
2;27;5;;;;;;;;;;;;
1;35;6;4;3;1;5;4;3;4;1;4;4;4;4
2;26;6;4;1;2;4;4;4;3;1;4;4;4;4
1;25;6;2;4;3;2;4;2;3;3;4;4;4;4
2;34;6;4;1;2;2;4;4;2;1;4;4;4;4
1;31;6;1;4;4;2;4;2;4;4;4;4;4;4
2;49;6;3;2;2;2;3;4;4;1;4;4;4;4
2;31;6;1;4;4;2;1;1;1;4;4;4;4;4
2;48;5;3;1;2;4;3;4;2;1;4;4;4;4
2;63;1;4;3;5;3;4;4;4;1;4;4;4;4
1;63;6;;;;;;;;;;;;
2;30;6;3;2;1;4;3;4;2;2;3;3;4;4
1;59;5;1;4;5;1;2;1;2;4;4;4;4;4
2;67;5;4;1;4;4;4;4;1;1;4;4;4;4
2;26;6;1;4;4;4;4;1;4;4;4;4;4;4
2;27;6;3;3;4;2;4;2;4;2;4;4;4;4
2;69;5;5;1;5;4;1;4;1;1;4;4;4;5
1;29;6;4;1;2;2;4;4;4;1;4;4;4;4
2;28;6;1;5;4;2;4;4;4;4;4;4;4;4
2;26;5;3;2;2;3;3;4;2;2;4;4;2;4
2;26;6;3;2;2;2;4;4;4;1;4;4;4;4
2;28;6;2;2;1;5;4;4;2;1;4;4;4;4
2;26;6;1;4;5;2;3;3;2;4;4;4;4;4
2;28;6;2;4;2;2;4;2;3;2;4;4;4;4
2;21;2;;;;;;;;;;;;
2;28;6;1;3;1;5;3;2;3;3;4;4;4;4
2;26;5;2;2;5;2;2;3;2;2;4;4;4;4
1;78;6;4;2;2;3;2;2;2;1;4;4;4;4
2;25;5;;;;;;;;;;;;
2;25;6;4;2;2;5;2;4;2;3;4;4;4;4
2;67;6;1;4;5;5;2;2;3;2;4;4;4;4
2;29;6;2;3;2;1;3;5;2;2;4;4;4;4
1;28;6;1;4;2;2;4;1;4;3;4;4;4;4
2;25;5;1;4;5;1;2;1;2;4;4;4;4;4
2;36;6;4;1;2;4;4;4;4;1;4;4;4;4
1;34;6;3;5;1;2;4;4;3;1;4;4;4;4
2;54;5;3;3;1;2;3;3;4;3;4;4;4;4
2;31;6;1;4;2;1;4;2;4;3;4;4;4;4
2;26;6;4;3;2;5;3;4;4;2;4;4;4;4
2;27;6;1;4;4;4;3;2;4;4;4;4;4;4
2;29;5;3;2;1;3;2;4;2;1;4;4;4;4
1;29;5;1;4;5;1;5;1;5;3;4;4;4;4
2;32;5;2;3;3;1;3;3;4;4;4;4;4;4
2;35;6;4;2;2;5;4;4;4;1;4;4;4;4
2;28;6;2;5;1;1;2;2;3;3;4;4;4;4
2;33;6;4;1;1;3;3;4;4;1;4;4;4;4
2;20;2;;;;;;;;;;;;
2;26;2;2;4;2;2;3;3;3;3;4;4;4;4
2;27;6;2;3;2;2;4;3;4;4;4;4;4;4
2;25;6;3;2;1;2;4;4;4;1;4;4;4;4
2;29;6;1;4;2;3;4;1;4;4;4;4;4;4
2;29;6;3;3;1;2;4;4;4;2;4;4;4;4
1;18;2;;;;;;;;;;;;
2;48;6;1;4;4;2;4;2;4;4;4;4;4;4
2;26;6;2;3;5;5;2;3;2;2;4;4;4;4
2;30;5;4;1;2;3;4;4;4;1;4;4;4;4
2;35;6;4;1;2;3;4;4;3;1;4;4;4;4
2;32;6;1;4;2;1;2;4;2;3;4;4;4;4
2;49;5;3;2;2;3;3;4;2;1;4;4;4;4
1;27;6;1;4;4;4;4;1;4;4;4;4;4;4
2;25;5;1;4;4;4;4;1;4;4;4;4;4;4
2;28;2;1;4;4;1;1;2;2;3;4;4;4;4
1;32;6;1;4;1;4;4;4;4;1;4;4;4;4
2;55;6;4;1;2;2;4;4;4;1;4;4;4;4
2;24;6;3;3;2;2;3;2;3;2;4;4;4;4
2;30;6;3;2;1;5;4;4;4;1;4;4;4;4
2;25;5;3;2;2;4;2;4;2;3;4;4;4;4
2;31;6;1;4;2;4;4;1;4;4;4;4;4;4
2;59;6;1;4;2;1;4;4;4;3;4;4;4;4
1;28;6;3;2;2;1;3;3;4;2;4;4;4;4
2;29;6;2;4;2;2;5;2;2;3;4;4;4;4
2;27;5;3;4;4;3;1;4;2;3;4;4;4;4
2;42;6;4;4;1;2;3;3;3;1;4;4;4;4
2;26;6;2;4;2;3;4;2;4;3;4;4;4;4
2;59;4;2;5;2;2;1;5;3;4;4;4;4;4
2;51;6;4;2;1;4;4;4;4;2;4;4;4;4
2;29;6;2;5;5;2;4;5;4;4;4;4;4;4
2;29;6;3;3;2;2;4;2;4;1;4;4;4;4
2;34;6;2;4;5;3;2;3;4;2;4;4;4;4
2;33;2;1;4;3;3;4;3;4;4;4;4;4;4
2;27;5;4;2;5;4;3;4;5;2;4;4;4;4
1;43;5;1;4;2;1;2;1;1;4;4;4;4;4
1;27;6;3;2;5;4;3;4;2;2;4;4;4;4
2;27;6;1;4;3;4;4;1;4;4;4;4;4;4
1;29;6;1;4;5;4;4;1;4;4;4;4;4;4
2;24;2;1;4;4;1;2;1;2;4;4;4;4;4
2;32;5;2;4;4;4;4;2;4;4;4;4;4;4
2;61;5;4;1;4;4;4;4;3;1;4;4;4;4
2;28;5;2;3;2;2;3;3;3;2;4;4;4;4
2;39;5;2;3;2;2;4;1;4;2;4;4;4;4
1;36;6;4;2;2;4;4;4;4;1;4;4;4;4
2;33;6;1;4;2;4;4;1;4;4;4;4;4;4
2;29;6;1;4;3;2;4;2;3;4;4;4;4;4
2;27;6;;;;;;;;;;;;
1;35;6;1;4;4;2;4;1;4;4;4;4;4;4
2;26;6;2;3;3;4;4;2;4;3;4;4;4;4
2;28;3;2;2;1;1;4;2;4;2;4;4;4;4
2;24;3;3;2;1;2;3;4;4;2;4;4;4;4
1;55;6;2;4;4;1;4;2;4;4;4;4;4;4
2;70;4;2;3;5;1;4;3;4;1;4;4;4;4
1;42;6;4;1;1;2;3;4;3;1;3;3;3;3
2;19;2;;;;;;;;;;;;
2;29;6;4;1;2;4;3;4;3;1;4;4;4;4
2;56;3;1;4;4;1;2;1;2;4;4;4;4;4
2;25;5;1;4;4;4;4;1;4;4;4;4;4;4
2;33;5;2;4;1;2;4;4;4;2;4;4;4;4
2;25;6;3;2;3;3;3;4;3;1;4;4;4;4
2;26;6;2;4;2;2;4;4;4;3;4;4;4;4
2;29;6;2;4;2;5;2;2;2;3;4;4;4;4
2;56;6;2;4;4;4;4;1;4;4;4;4;4;4
1;26;6;;;;;;;;;;;;
1;29;6;1;4;3;1;4;1;4;4;3;4;4;4
2;26;1;2;3;2;3;4;2;4;2;4;4;4;4
2;51;6;1;4;3;4;5;4;3;3;4;4;4;4
1;29;6;3;4;2;3;2;4;2;4;4;4;4;4
2;18;2;2;1;3;1;4;4;4;4;1;4;4;4
2;31;6;1;4;2;1;3;1;4;4;4;4;4;4
2;25;5;3;4;1;3;4;3;4;1;4;4;4;4
1;28;3;1;4;3;1;4;1;4;3;4;4;4;4
2;26;6;1;4;2;2;3;3;3;4;4;4;4;4
1;28;6;2;2;1;2;4;4;4;2;4;4;4;4
1;18;2;;;;;;;;;;;;
2;23;2;2;3;1;2;2;3;3;2;4;4;4;4
2;26;5;2;4;3;3;4;1;4;4;4;4;4;4
1;29;5;1;4;3;4;4;1;4;4;4;4;4;4
2;20;2;1;4;4;1;1;3;3;4;4;4;4;4
2;27;6;1;4;4;1;4;1;4;4;4;4;4;4
2;23;6;3;2;2;3;4;4;3;1;4;4;4;4
2;41;1;4;1;2;4;4;4;2;1;4;4;4;4
2;66;4;;;;;;;;;;;;
2;24;6;;;;;;;;;;;;
2;49;3;4;1;4;4;4;4;4;1;4;4;4;4
2;44;5;4;1;2;4;4;4;2;1;4;4;4;4
1;19;2;1;4;3;1;4;2;4;3;4;4;4;4
2;28;6;2;3;1;4;2;3;1;1;4;4;4;4
2;35;6;;;1;;;;;;;;;
1;24;6;2;4;2;2;4;2;4;2;4;4;4;4
1;57;4;4;2;2;5;4;4;4;1;4;4;4;4
2;27;6;3;2;2;4;4;4;4;1;4;4;4;4
2;25;5;2;4;1;2;4;2;4;4;4;4;4;4
1;62;4;5;2;5;5;5;4;4;1;4;4;4;4
2;19;2;;;;;;;;;;;;
2;55;5;4;1;4;4;4;4;3;1;4;4;4;4
2;28;5;1;4;4;2;4;1;4;4;4;4;4;4
1;31;5;3;3;5;2;3;3;4;4;4;4;4;4
2;55;5;3;3;3;3;3;4;3;2;4;4;4;4
2;27;6;1;4;4;4;2;2;3;4;4;4;3;4
2;34;6;2;4;3;5;2;3;4;2;4;4;4;4
1;44;5;1;4;4;4;4;4;4;4;4;4;4;4
2;28;6;4;2;2;1;4;4;1;2;2;2;2;2
1;33;6;4;2;2;3;4;4;4;1;4;4;4;4
2;19;2;3;2;1;4;4;4;3;2;4;4;4;4
2;47;5;3;3;2;5;3;3;4;2;4;4;4;4
2;28;6;2;4;2;1;4;2;4;4;4;4;4;4
2;27;6;2;2;3;2;5;4;4;2;4;4;4;4
2;33;6;1;4;4;2;4;2;4;4;4;4;4;4
2;34;6;4;2;2;5;3;4;3;2;4;4;4;4
2;38;6;2;4;2;2;2;3;4;3;4;4;4;4
1;27;2;1;2;2;5;4;1;4;2;4;4;4;4
2;24;6;1;4;4;2;3;1;2;4;4;4;4;4
1;29;6;5;3;1;2;4;2;3;4;4;1;4;4
2;71;6;4;1;4;4;4;4;3;1;4;4;4;4
2;28;6;2;3;4;1;4;4;4;3;4;4;4;4
1;19;2;;;;;;;;;;;;
1;34;6;1;4;4;2;4;1;4;4;4;4;4;4
2;18;2;1;4;3;2;4;1;3;4;4;4;4;4
1;27;6;1;4;3;3;4;1;4;3;4;4;4;4
2;25;6;4;1;2;4;2;4;1;1;4;4;4;4
2;43;6;4;1;2;2;4;4;4;1;4;4;4;4
2;60;5;;;;;;;;;;;;
2;53;5;3;3;2;2;4;3;4;2;4;4;4;4
2;36;5;2;2;1;1;1;3;1;4;4;4;4;4
2;30;5;5;5;5;4;2;4;1;3;4;4;4;4
2;53;6;3;1;2;2;4;4;4;1;4;4;4;4
2;75;5;5;4;4;1;5;5;5;5;4;4;4;4
1;27;6;1;4;4;2;4;1;4;3;4;4;4;4
1;18;2;1;4;1;4;5;1;4;5;4;4;4;4
2;36;5;4;2;1;3;4;4;4;1;4;4;4;4
2;26;6;1;4;4;1;4;2;3;4;4;4;4;4
2;23;5;1;3;4;1;2;1;2;4;4;4;4;4
1;19;2;;;;;;;;;;;;
2;47;6;1;2;4;4;1;2;2;4;4;4;4;4
1;20;2;2;3;2;2;4;2;4;4;4;4;4;4
2;49;3;2;3;5;2;4;2;4;2;4;4;4;4
2;28;6;1;3;3;5;4;2;3;4;4;4;4;4
2;27;6;4;1;2;5;4;4;4;1;4;4;4;4
2;67;6;1;4;3;1;2;1;2;4;4;4;3;3
2;63;5;3;2;2;4;4;4;4;1;4;4;4;4
2;32;6;1;4;3;4;4;1;4;4;4;4;4;4
1;29;6;;;;;;;;;;;;
1;34;3;1;4;4;1;4;4;4;4;4;4;4;4
1;18;2;2;4;4;3;2;1;2;4;4;4;4;4
2;26;6;1;4;1;4;4;1;4;2;4;4;4;4
2;28;5;1;4;2;1;2;3;4;1;4;4;4;4
2;63;6;1;1;4;4;4;4;4;1;4;4;4;4
2;25;5;1;4;4;2;4;1;4;4;4;4;4;4
2;32;6;1;4;2;2;4;4;4;2;4;4;4;4
1;18;2;;;;;;;;;;;;
2;39;6;4;1;2;4;4;4;2;1;4;4;4;4
1;25;5;2;3;1;1;1;4;3;1;4;4;4;4
1;30;6;1;4;3;2;3;1;4;3;4;4;3;4
2;23;5;3;3;2;2;3;3;3;1;4;4;4;4
2;25;6;2;4;2;5;4;2;4;3;4;4;4;4
2;26;6;3;2;2;4;1;4;2;2;4;4;4;4
2;20;2;1;3;2;5;3;2;4;1;4;4;4;4
2;22;2;;;;;;;;;;;;
1;33;5;4;2;3;2;5;4;3;3;4;4;3;4
2;32;6;3;4;2;1;3;4;2;4;5;5;5;5
2;28;6;;;;;;;;;;;;
2;35;5;4;1;3;4;4;4;3;1;3;3;4;4
2;31;6;4;2;2;4;3;4;2;2;4;4;4;4
2;28;6;3;2;1;4;2;4;3;2;4;4;4;4
2;44;6;1;3;2;1;2;2;3;4;4;4;4;4
2;24;5;3;2;1;2;4;4;4;1;4;4;4;4
2;31;5;;;;;;;;;;;;
2;30;6;2;2;2;1;2;3;2;2;4;4;4;4
1;44;5;2;3;2;2;3;2;3;4;4;4;4;4
2;28;6;4;1;1;4;4;4;1;1;4;4;4;4
1;33;6;5;3;2;2;4;4;4;1;4;4;4;4
2;32;5;4;2;2;2;2;4;4;1;4;4;4;4
2;31;6;2;3;2;1;4;2;4;3;4;4;4;4
2;62;6;4;1;4;4;4;4;3;1;4;4;4;4
2;24;5;1;4;2;5;3;1;4;2;4;4;4;4
2;26;6;3;5;1;2;5;5;4;5;4;4;4;4
2;30;6;4;2;2;2;3;4;1;1;4;4;4;4
2;32;6;1;4;4;1;5;2;3;4;4;4;4;4
2;53;6;4;1;2;3;1;4;2;2;4;4;4;4
2;32;6;;;;;;;;;;;;
1;30;6;4;1;3;4;4;4;2;1;4;4;4;4
2;27;6;;;;;;;;;;;;
2;29;6;4;2;1;4;4;4;4;1;4;4;4;4
2;18;6;4;1;2;3;4;4;1;1;4;4;4;4
1;30;6;2;4;3;1;2;3;2;4;4;4;4;4
2;19;2;3;2;1;3;3;4;4;3;4;4;4;4
1;22;5;1;4;4;3;4;2;4;4;4;4;4;4
1;23;5;1;4;4;2;4;2;4;4;4;4;4;4
2;24;2;4;1;5;4;4;4;4;1;4;4;4;4
2;42;6;2;4;2;2;4;1;4;4;4;4;4;4
1;28;3;2;4;3;1;4;2;4;4;4;4;4;4
2;27;6;2;2;2;2;3;3;3;2;4;4;4;4
1;36;6;1;4;4;4;4;1;4;4;4;4;4;4
2;57;6;;;;;;;;;;;;
1;20;2;;;;;;;;;;;;
2;48;5;2;4;2;3;4;1;4;3;4;4;4;4
2;72;6;2;4;3;2;3;3;4;3;4;4;4;4
2;18;2;4;1;4;4;4;4;4;1;4;4;4;4
2;52;5;1;4;3;1;4;3;4;4;4;4;4;4
2;34;6;2;3;2;1;4;5;5;5;4;4;4;4
2;43;3;4;2;2;3;2;4;4;1;4;4;4;4
2;59;4;1;4;4;1;4;1;4;2;4;4;4;4
2;75;5;4;1;2;1;4;4;3;1;4;3;4;4
2;27;6;2;4;1;1;4;2;4;2;4;4;4;4
2;65;3;4;2;4;1;4;4;4;1;4;4;4;4
2;24;5;1;4;3;5;4;2;4;4;4;4;4;4
1;31;5;2;4;4;1;4;3;3;4;4;4;4;4
1;68;3;4;4;4;1;4;4;4;2;4;4;4;4
2;26;2;2;4;2;3;4;2;4;3;4;4;4;4
2;60;6;2;3;4;2;2;4;3;4;4;4;4;4
2;31;5;1;4;4;5;4;1;4;4;4;4;4;4
2;65;5;4;1;3;4;4;4;2;1;4;4;4;4
2;50;5;;;;;;;;;;;;
2;54;4;5;1;5;4;1;4;1;4;4;4;4;4
2;26;6;;;;;;;;;;;;
1;34;6;2;4;1;2;4;2;4;4;4;4;4;4
1;33;5;4;1;4;4;4;4;4;4;4;4;4;3
2;26;6;2;4;3;1;4;1;4;4;4;4;4;4
1;24;5;;;;;;;;;;;;
2;33;6;1;4;2;2;4;2;4;4;4;4;4;4
2;25;6;2;4;3;3;4;2;4;4;4;4;4;4
2;26;6;4;2;2;5;3;4;2;5;4;4;4;4
2;49;5;4;1;5;4;3;4;4;2;4;4;4;4
2;32;5;;;;;;;;;;;;
2;23;6;2;2;1;1;4;4;4;3;3;3;3;3
1;25;2;4;2;2;4;4;4;5;1;4;4;4;4
2;40;6;3;2;1;3;4;4;4;1;4;4;4;4
2;32;6;4;1;3;4;4;4;4;1;4;4;4;4
1;25;6;2;4;2;2;4;2;4;3;4;4;4;4
2;65;6;3;2;1;3;4;5;4;2;5;5;5;5
1;57;6;1;4;4;2;4;1;4;4;4;4;4;4
2;29;6;3;3;2;3;3;4;4;2;4;4;4;4
2;24;6;2;4;3;1;5;2;2;4;4;4;4;4
2;25;5;2;4;2;2;3;2;3;4;4;4;4;4
2;49;4;3;3;2;2;4;4;4;1;4;4;4;4
3;32;5;4;1;4;4;4;4;4;1;4;4;4;4
1;57;3;1;4;4;2;4;1;4;4;4;4;4;4
1;53;5;4;2;1;4;4;4;3;1;4;4;4;4
1;26;5;4;4;2;3;4;1;4;4;4;4;4;4
2;45;3;;;;;;;;;;;;
1;67;5;4;1;4;4;4;4;4;1;4;4;4;4
1;31;6;1;4;3;2;4;3;4;3;4;4;4;4
1;36;6;1;4;4;1;4;1;4;4;4;4;4;4
2;55;3;4;1;1;2;4;4;2;1;4;4;4;4
2;36;5;4;2;3;4;4;4;4;1;4;4;4;4
2;31;6;4;1;5;3;3;4;2;1;4;4;4;4
2;29;6;3;2;2;5;4;3;3;2;4;4;4;4
1;20;2;2;1;1;3;3;4;4;1;4;4;4;4
2;32;6;1;4;3;1;4;2;4;4;4;4;4;4
2;37;6;3;4;1;2;4;2;4;2;4;4;4;4
2;28;5;3;1;2;3;4;4;3;1;4;4;4;4
1;28;6;4;2;2;5;4;4;4;1;4;4;4;4
2;24;5;2;3;5;1;3;3;4;1;4;4;4;4
2;26;6;2;3;2;2;2;3;3;2;4;4;4;4
2;32;5;4;2;5;4;4;4;5;2;4;4;4;4
2;29;6;4;1;3;3;4;4;3;1;3;3;4;4
1;33;5;1;4;2;4;4;1;4;4;4;4;4;4
1;25;5;1;4;3;1;4;1;4;4;4;4;4;4
2;39;3;;;;;;;;;;;;
2;25;6;3;4;2;2;2;4;2;2;4;4;4;4
2;52;1;;;;;;;;;;;;
1;40;6;1;4;3;1;4;1;3;4;4;4;4;4
1;26;6;1;4;4;4;4;1;4;4;4;4;4;4
2;33;5;4;5;4;4;1;4;1;3;4;4;3;4
2;28;6;1;4;4;3;4;1;4;4;4;4;4;4
2;29;6;4;2;2;1;4;4;3;1;4;4;4;4
1;29;5;1;3;2;2;3;2;4;2;4;4;4;4
1;30;6;2;2;2;3;3;2;2;4;4;4;4;4
1;39;5;;;;;;;;;;;;
1;44;6;1;4;4;4;4;4;4;4;4;4;4;4
2;26;5;4;1;3;3;3;4;3;2;3;3;3;3
2;31;6;4;1;4;4;4;4;4;1;4;4;4;4
2;19;2;5;3;2;5;4;5;4;2;4;4;4;4
2;35;6;4;1;4;4;4;4;1;1;4;4;4;4
1;27;5;1;4;2;2;4;3;3;2;4;4;4;4
2;26;4;1;4;5;1;5;3;4;4;4;4;4;4
2;28;6;3;4;2;2;4;3;4;3;4;4;4;4
2;35;6;1;4;4;3;4;1;4;4;4;4;4;4
1;28;5;2;3;2;2;3;2;3;3;3;3;3;3
2;31;6;3;2;2;3;1;4;3;2;4;4;4;4
2;25;2;1;4;4;3;4;1;4;4;4;4;4;4
2;25;6;2;2;2;3;2;3;4;1;4;4;4;4
2;55;5;1;4;4;1;2;2;4;4;4;4;4;4
2;31;6;2;4;2;2;4;2;4;2;4;4;4;4
1;25;6;1;5;4;1;4;1;4;4;4;4;4;4
2;31;5;2;3;3;1;2;3;2;5;4;4;4;4
2;19;2;1;4;4;4;4;1;4;4;4;4;4;4
2;25;6;1;4;4;2;4;3;4;4;4;4;4;4
2;51;6;5;4;4;1;2;5;5;4;4;1;4;4
2;21;6;2;3;1;2;4;3;4;2;4;4;4;4
2;28;6;3;3;1;2;4;4;4;1;4;4;4;4
1;18;2;2;3;1;2;2;4;4;3;4;4;4;4
2;24;6;1;4;4;3;4;1;4;4;4;4;4;4
2;18;2;4;4;1;4;4;4;4;1;4;4;4;4
2;25;5;;;;;;;;;;;;
2;27;5;2;3;1;1;4;4;4;2;4;4;4;4
2;65;5;1;4;1;3;4;1;1;2;4;4;4;4
1;42;6;2;3;4;1;1;3;1;4;4;4;4;4
2;46;6;3;2;1;1;3;4;3;2;4;4;3;4
2;27;6;4;2;1;1;4;4;4;2;4;4;4;4
1;28;6;1;4;3;4;4;1;4;4;4;4;4;4
2;36;5;2;4;5;4;4;2;4;3;4;4;4;4
2;33;5;3;3;2;2;2;4;2;2;4;4;3;4
1;24;5;1;4;2;3;4;3;3;2;4;4;4;4
2;50;5;;;;;;;;;;;;
2;28;6;;;;;;;;;;;;
2;42;6;2;4;2;3;3;4;3;3;4;4;4;4
1;20;2;4;4;4;2;1;4;4;4;4;4;4;4
1;26;5;;;;;;;;;;;;
1;41;6;4;1;4;4;4;4;4;1;4;4;4;4
2;28;6;3;3;2;2;4;5;4;2;4;4;4;4
2;30;5;2;2;4;4;4;4;4;1;4;4;4;4
2;22;2;;;;;;;;;;;;
1;21;5;1;4;4;4;4;1;2;4;4;4;4;4
2;28;5;2;3;3;1;3;2;3;3;4;4;4;4
2;55;3;4;2;2;5;3;4;1;1;4;4;4;4
2;40;6;4;1;1;2;1;4;1;2;4;4;4;4
2;24;2;4;2;2;4;2;4;2;2;4;4;4;4
1;28;6;1;4;2;1;3;1;3;4;4;4;4;4
1;47;2;1;4;4;1;4;1;4;4;4;4;4;4
2;25;6;;;;;;;;;;;;
2;64;6;2;3;2;2;5;2;4;2;4;4;4;4
2;45;5;1;4;4;4;4;1;4;4;4;4;4;4
2;25;6;3;1;5;4;4;4;4;1;4;4;4;4
1;25;2;1;4;2;4;4;1;4;4;4;4;4;4
2;28;6;1;4;4;3;2;2;2;4;4;4;4;4
2;27;6;4;1;2;3;3;4;3;1;4;4;4;4
1;25;3;1;4;3;4;4;1;4;4;4;4;4;4
2;33;5;3;2;2;4;4;4;4;2;4;4;4;4
2;53;6;1;4;2;5;4;1;4;4;4;4;4;4
2;28;5;3;3;2;2;2;4;2;2;4;4;4;4
1;54;5;3;2;5;5;4;4;4;1;4;4;4;4
3;32;2;3;2;1;4;1;4;2;2;4;4;4;4
2;30;5;1;4;4;3;2;5;4;2;4;4;4;4
2;28;6;1;3;2;1;3;2;3;3;4;4;4;4
1;27;3;1;2;2;2;2;2;4;3;4;5;4;4
2;41;5;3;3;1;1;4;3;4;1;4;4;4;4
2;19;2;3;2;1;2;4;4;4;1;4;4;4;4
2;34;5;;;;;;;;;;;;
2;44;5;4;1;3;1;3;4;2;1;4;4;4;4
1;21;2;2;3;1;2;4;3;4;1;4;4;4;4
1;42;6;1;4;3;2;4;2;4;3;4;4;4;4
2;32;6;2;3;2;3;4;4;4;2;4;4;4;4
2;27;6;3;2;2;4;2;3;2;3;4;4;4;4
1;50;6;1;4;2;3;4;1;4;3;4;4;4;4
2;27;6;1;4;3;1;3;1;4;4;4;4;4;4
1;28;6;2;3;2;2;4;2;4;2;4;4;4;4
